origin_station_complex_id,origin_station_complex_name,origin_latitude,origin_longitude,destination_station_complex_id,destination_station_complex_name,destination_latitude,destination_longitude,estimated_average_ridership,origin_borough,destination_borough,distance,proposed_fare,hourly_revenue,proposed_annual_rev_per_ride,current_annual_rev_per_ride,Unnamed: 16,proj_annual_rev,current_annual_rev,pct_winners,Unnamed: 20,2019,2020
398,77 St (6),40.77362,-73.959874,151,"145 St (A,C,B,D)",40.824783,-73.944216,0.2518,Bronx,Manhattan,3.628690151066493,2.8708856362559585,0.7228890032092504,402.8846402039434,406.9703933296172,,,,,,,
311,86 St (1),40.788644,-73.976218,255,169 St (F),40.71047,-73.793604,1.9234,Bronx,Manhattan,10.979204669390446,4.635009120653708,8.914976542665341,4968.545794545239,3108.6848869348123,,,,,,,
271,"Steinway St (M,R)",40.756879,-73.92074,398,77 St (6),40.77362,-73.959874,2.4442,Bronx,Manhattan,2.352017895251772,2.564484294860425,6.268112513497851,3493.380371740729,3950.42508092236,,,,,,,
409,Spring St (6),40.722301,-73.997141,608,"4 Av (F,G)/9 St (R)",40.670559,-73.989041,0.7478,Bronx,Manhattan,3.6001597774618457,2.864038346590843,2.1417278755806324,1193.640048108865,1208.627720936806,,,,,,,
165,"23 St (C,E)",40.745906,-73.998041,453,82 St-Jackson Hts (7),40.747659,-73.883697,1.4116,Bronx,Manhattan,5.9866530370625,3.436796728895,4.851382262508182,2703.80015278311,2281.490894456265,,,,,,,
4,"Broadway (N,W)",40.76182,-73.925508,394,110 St (6),40.79502,-73.94425,1.1192,Bronx,Manhattan,2.4947263487732294,2.598734323705575,2.9085034550912794,1620.983806413202,1808.9009698749303,,,,,,,
243,"Church Av (F,G)",40.644041,-73.979678,337,"Nevins St (2,3,4,5)",40.688246,-73.980492,0.743,Bronx,Manhattan,3.0546023647022085,2.73310456752853,2.030696693673698,1131.7595137869928,1200.8697467986717,,,,,,,
625,"Delancey St (F)/Essex St (J,M,Z)",40.718463,-73.987776,433,"Jackson Av (2,5)",40.81649,-73.907807,0.4714,Bronx,Manhattan,7.961578032547836,3.910778727811481,1.843541092290332,1027.452881937921,761.8977101492513,,,,,,,
604,"161 St-Yankee Stadium (B,D,4)",40.82795,-73.925741,153,"125 St (A,C,B,D)",40.811109,-73.952343,9.808,Bronx,Manhattan,1.813509869376112,2.435242368650267,23.884857151721818,13311.64540776471,15852.12715558731,,,,,,,
379,Mosholu Pkwy (4),40.87975,-73.884655,110,Forest Av (M),40.704423,-73.903077,0.5312,Bronx,Manhattan,12.15232856010222,4.916558854424533,2.611676063470312,1455.5542641944332,858.5491379535052,,,,,,,
97,"Myrtle Av (M,J,Z)",40.697207,-73.935657,133,Atlantic Av (L),40.675345,-73.903097,0.5196,Bronx,Manhattan,2.278576265547533,2.546858303731408,1.3233475746188397,737.5356508373147,839.8007004530143,,,,,,,
129,Halsey St (L),40.695602,-73.904084,68,Bay Pkwy (D),40.601875,-73.993728,0.2386,Bronx,Manhattan,8.001416714708038,3.920340011529929,0.935393126751041,521.3186556266489,385.6359644497484,,,,,,,
413,"Wall St (4,5)",40.707557,-74.011862,50,Avenue M (Q),40.617618,-73.959399,2.948,Bronx,Manhattan,6.795421108407479,3.6309010660177945,10.70389634262046,5965.556824950972,4764.689116504016,,,,,,,
614,"59 St-Columbus Circle (A,B,C,D,1)",40.768272,-73.981833,94,Halsey St (J),40.68637,-73.916559,3.1234,Bronx,Manhattan,6.610985982385189,3.5866366357724453,11.202500868171656,6243.441955294564,5048.178421468332,,,,,,,
182,Ralph Av (C),40.678822,-73.920786,176,Lafayette Av (C),40.686113,-73.973946,4.8908,Bronx,Manhattan,2.830580876587312,2.6793394103809547,13.104113188291173,7303.2594265764865,7904.729148913786,,,,,,,
6,"39 Av-Dutch Kills (N,W)",40.752882,-73.932755,609,"Bryant Pk (B,D,F,M)/5 Av (7)",40.754022,-73.983266,1.203,Bronx,Manhattan,2.644946557049502,2.6347871736918806,3.1696489699513326,1766.5269206785758,1944.3422683698548,,,,,,,
145,190 St (A),40.859022,-73.93418,620,"Court St (R)/Borough Hall (2,3,4,5)",40.693241,-73.990642,0.4918,Bronx,Manhattan,11.829320912525358,4.839037019006086,2.379838405947193,1326.3451728646958,794.8691002363214,,,,,,,
56,Ocean Pkwy (Q),40.576312,-73.968501,359,"Flatbush Av-Brooklyn College (2,5)",40.632836,-73.947642,0.2388,Bronx,Manhattan,4.055863970125977,2.9734073528302343,0.71004967585586,395.7289527356502,385.95921337217067,,,,,,,
127,DeKalb Av (L),40.703811,-73.918425,440,"116 St (2,3)",40.802098,-73.949625,0.9398,Bronx,Manhattan,6.984639293258289,3.676313430381989,3.4549993618729933,1925.5600356810664,1518.9466864621688,,,,,,,
261,"Forest Hills-71 Av (E,F,M,R)",40.721691,-73.844521,392,"125 St (4,5,6)",40.804138,-73.937594,1.022,Bronx,Manhattan,7.495059956714085,3.7988143896113806,3.8823883061828313,2163.7548903419965,1651.8019935777152,,,,,,,
126,Jefferson St (L),40.706607,-73.922913,316,50 St (1),40.761728,-73.983849,0.2196,Bronx,Manhattan,4.968225496410572,3.1923741191385373,0.7010453565628227,390.71061392768434,354.9273168196343,,,,,,,
264,"Woodhaven Blvd (M,R)",40.733106,-73.869229,282,21 St (G),40.744065,-73.949724,0.2286,Bronx,Manhattan,4.281582130233088,3.027579711255941,0.6921047219931081,385.7277682545267,369.4735183286357,,,,,,,
189,Grant Av (A),40.677044,-73.86505,607,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",40.749643,-73.987887,2.8618,Bronx,Manhattan,8.157716898634034,3.957852055672168,11.326581012922611,6312.595012337225,4625.368830940025,,,,,,,
224,57 St (F),40.763972,-73.97745,3,"30 Av (N,W)",40.766779,-73.921479,0.4652,Bronx,Manhattan,2.9354415218512164,2.704505965244292,1.2581361750316444,701.1916600679909,751.8769935541617,,,,,,,
258,"Briarwood (E,F)",40.709179,-73.820574,278,"Jamaica Center-Parsons/Archer (E,J,Z)",40.702147,-73.801109,0.2088,Bronx,Manhattan,1.1293948040639126,2.271054752975339,0.4741962324212508,264.2817605980376,337.4718750088327,,,,,,,
438,"135 St (2,3)",40.814229,-73.94077,69,25 Av (D),40.597704,-73.986829,0.225,Bronx,Manhattan,15.15386175750051,5.636926821800122,1.2683085349050276,706.8609779430986,363.6550377250352,,,,,,,
60,Fort Hamilton Pkwy (D),40.640914,-73.994304,388,167 St (4),40.835537,-73.9214,0.2608,Bronx,Manhattan,13.97845121393757,5.354828291345017,1.3965392183827805,778.3272370045688,421.5165948386185,,,,,,,
276,"5 Av/53 St (E,M)",40.760167,-73.975224,1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.912034,0.7392,Bronx,Manhattan,3.4626149217976736,2.8310275812314414,2.0926955880462814,1166.31309274787,1194.728017272649,,,,,,,
635,"South Ferry (1)/Whitehall St (R,W)",40.702578,-74.013329,325,Canal St (1),40.722854,-74.006277,4.8616,Bronx,Manhattan,1.448817427464923,2.347716182591581,11.413656993287232,6361.124696512614,7857.534806240137,,,,,,,
247,Bay Pkwy (F),40.620769,-73.975264,3,"30 Av (N,W)",40.766779,-73.921479,0.2372,Bronx,Manhattan,10.474521365210968,4.513885127650632,1.0706935522787298,596.7250638250933,383.3732219927926,,,,,,,
62,55 St (D),40.631435,-73.995476,620,"Court St (R)/Borough Hall (2,3,4,5)",40.693241,-73.990642,0.287,Bronx,Manhattan,4.277938821140652,3.0267053170737563,0.868664426000168,484.1290338812064,463.8622036759337,,,,,,,
414,"Bowling Green (4,5)",40.704817,-74.014065,366,Parkchester (6),40.833226,-73.860816,6.2756,Bronx,Manhattan,11.95935487806628,4.870245170735908,30.56371059347026,17033.942266491165,10142.904687765473,,,,,,,
392,"125 St (4,5,6)",40.804138,-73.937594,143,Inwood-207 St (A),40.868072,-73.919899,2.5558,Bronx,Manhattan,4.513271440031927,3.083185145607662,7.880004595144063,4391.729300108146,4130.797979633977,,,,,,,
409,Spring St (6),40.722301,-73.997141,108,Middle Village-Metropolitan Av (M),40.711396,-73.889601,0.2322,Bronx,Manhattan,5.681979338884258,3.363675041332222,0.7810453445973419,435.2966655241524,375.2919989322363,,,,,,,
34,53 St (R),40.645069,-74.014034,17,"Prince St (R,W)",40.724329,-73.997702,2.9018,Bronx,Manhattan,5.542848732360212,3.330283695766451,9.663817228375088,5385.893975099751,4690.018615424476,,,,,,,
319,28 St (1),40.747215,-73.993365,455,69 St (7),40.746325,-73.896403,0.692,Bronx,Manhattan,5.075926585238418,3.2182223804572203,2.227009887276396,1241.169907389309,1118.441271580997,,,,,,,
610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",40.712603,-74.009552,23.9242,Bronx,Manhattan,3.201226095550984,2.768294262932236,66.2292256052434,36911.25139612974,38667.35934907238,,,,,,,
326,Franklin St (1),40.719318,-74.006886,313,"72 St (1,2,3)",40.778453,-73.98197,5.7872,Bronx,Manhattan,4.288981700738064,3.029355608177135,17.53148677564272,9770.748635666372,9353.530819210328,,,,,,,
114,Central Av (M),40.697857,-73.927397,111,Seneca Av (M),40.702762,-73.90774,1.7842,Bronx,Manhattan,1.0840197033316925,2.260164728799606,4.032585909124257,2247.463878792378,2883.703636928923,,,,,,,
428,"174 St (2,5)",40.837288,-73.887734,211,"Bedford Park Blvd (B,D)",40.873244,-73.887138,0.483,Bronx,Manhattan,2.48454250299535,2.596290200718884,1.254008166947221,698.8910149558527,780.6461476497421,,,,,,,
316,50 St (1),40.761728,-73.983849,433,"Jackson Av (2,5)",40.81649,-73.907807,2.1952,Bronx,Manhattan,5.490050844533435,3.317612202688024,7.28282230734075,4058.904246621805,3547.9801725066536,,,,,,,
10,"49 St (N,R,W)",40.759901,-73.984139,459,40 St-Lowery St (7),40.743781,-73.924016,0.24,Bronx,Manhattan,3.3382358619714982,2.80117660687316,0.6722823856495583,374.6802702149682,387.89870690670415,,,,,,,
278,"Jamaica Center-Parsons/Archer (E,J,Z)",40.702147,-73.801109,359,"Flatbush Av-Brooklyn College (2,5)",40.632836,-73.947642,0.7944,Bronx,Manhattan,9.050381489922325,4.172091557581357,3.3143095333426302,1847.1499745289773,1283.9447198611908,,,,,,,
76,Bay Pkwy (N),40.611815,-73.981848,120,Bedford Av (L),40.717304,-73.956872,1.4072,Bronx,Manhattan,7.405278852669331,3.77726692464064,5.315370016354308,2962.392465624286,2274.3794181629755,,,,,,,
22,"Rector St (R,W)",40.70722,-74.013342,192,Rockaway Blvd (A),40.680429,-73.843853,0.924,Bronx,Manhattan,9.070001702360688,4.1768004085665655,3.859363577515506,2150.9226166682424,1493.4100215908113,,,,,,,
307,116 St-Columbia University (1),40.807722,-73.96411,293,Van Cortlandt Park-242 St (1),40.889248,-73.898583,9.351,Bronx,Manhattan,6.592391661689418,3.58217399880546,33.496909062829864,18668.68923971719,15113.503367852463,,,,,,,
630,"Myrtle-Wyckoff Avs (L,M)",40.699622,-73.911986,20,"City Hall (R,W)",40.713282,-74.006978,0.734,Bronx,Manhattan,5.064175247928809,3.215402059502914,2.360105111675139,1315.3473002624842,1186.3235452896704,,,,,,,
313,"72 St (1,2,3)",40.778453,-73.98197,326,Franklin St (1),40.719318,-74.006886,0.6726,Bronx,Manhattan,4.288981700738064,3.029355608177135,2.037544582059941,1135.5760181692704,1087.0861261060384,,,,,,,
188,"Euclid Av (A,C)",40.675377,-73.872106,137,East 105 St (L),40.650573,-73.899485,0.2612,Bronx,Manhattan,2.23524328044746,2.5364583873073903,0.6625229307646903,369.24107491330926,422.163092683463,,,,,,,
288,Myrtle-Willoughby Avs (G),40.694568,-73.949046,433,"Jackson Av (2,5)",40.81649,-73.907807,0.4598,Bronx,Manhattan,8.696206040223519,4.087089449653645,1.8792437289507455,1047.3508799174242,743.1492726487606,,,,,,,
305,137 St-City College (1),40.822008,-73.953676,165,"23 St (C,E)",40.745906,-73.998041,0.5148,Bronx,Manhattan,5.747677634933536,3.3794426323840487,1.7397370671513084,969.6002280253656,832.0427263148805,,,,,,,
122,Graham Av (L),40.714565,-73.944053,130,Wilson Av (L),40.688764,-73.904046,0.2,Bronx,Manhattan,2.7512950275427928,2.66031080661027,0.5320621613220541,296.5319315672572,323.24892242225343,,,,,,,
66,18 Av (D),40.607954,-74.001736,98,"Flushing Av (M,J)",40.70026,-73.941126,0.8018,Bronx,Manhattan,7.125325129497695,3.710078031079447,2.9747405653195003,1657.899452112575,1295.9049299908145,,,,,,,
346,Sutter Av-Rutland Rd (3),40.664717,-73.92261,358,"Newkirk Av-Little Haiti (2,5)",40.639967,-73.948411,0.5136,Bronx,Manhattan,2.1802749714007508,2.5232659931361803,1.295949414074742,722.2659510576054,830.1032327803468,,,,,,,
159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972143,612,"Lexington Av-53 St (E,M)/51 St (6)",40.75733,-73.970487,0.224,Bronx,Manhattan,1.6676279157909215,2.4002306997898213,0.53765167675292,299.6471123256882,362.0387931129239,,,,,,,
476,86 St (Q),40.777891,-73.951787,14,"23 St (R,W)",40.741303,-73.989344,4.304,Bronx,Manhattan,3.20223866736159,2.7685372801667816,11.915784453837828,6640.973249170548,6956.316810526895,,,,,,,
256,Parsons Blvd (F),40.707564,-73.803326,318,"34 St-Penn Station (1,2,3)",40.750373,-73.991057,0.7616,Bronx,Manhattan,10.264944772676465,4.463586745442352,3.399467665328895,1894.6107924601024,1230.9318965839414,,,,,,,
231,"Grand St (B,D)",40.718267,-73.993753,409,Spring St (6),40.722301,-73.997141,0.767,Bronx,Manhattan,0.3304015236013621,2.079296365664327,1.5948203124645388,888.8343921746272,1239.6596174893425,,,,,,,
225,"47-50 Sts-Rockefeller Ctr (B,D,F,M)",40.758663,-73.981329,463,Hunters Point Av (7),40.742216,-73.948916,0.9718,Bronx,Manhattan,2.0420099764366046,2.490082394344785,2.419862070824262,1348.6513910421131,1570.6665140497296,,,,,,,
397,"86 St (4,5,6)",40.779492,-73.955589,376,Brook Av (6),40.807566,-73.91924,7.8708,Bronx,Manhattan,2.7162223637015623,2.651893367288375,20.87252231525334,11632.79370110359,12721.138093005364,,,,,,,
464,Vernon Blvd-Jackson Av (7),40.742626,-73.953581,277,"7 Av (E,B,D)",40.762862,-73.981637,0.4494,Bronx,Manhattan,2.02765122477507,2.4866362939460167,1.11749435049934,622.8083527790823,726.3403286828036,,,,,,,
273,"Queens Plaza (E,M,R)",40.748973,-73.937243,16,"8 St-NYU (R,W)",40.730328,-73.992629,10.0188,Bronx,Manhattan,3.1728405117844147,2.7614817228282598,27.666733084671765,15419.3821664901,16192.831519820364,,,,,,,
31,25 St (R),40.660397,-73.998091,387,170 St (4),40.840075,-73.917791,0.2382,Bronx,Manhattan,13.106903230681628,5.145656775363591,1.2256954438916072,683.1116059583236,384.9894666049039,,,,,,,
305,137 St-City College (1),40.822008,-73.953676,149,163 St-Amsterdam Av (C),40.836013,-73.939892,0.5538,Bronx,Manhattan,1.20652210409415,2.289565304982596,1.2679612658993618,706.667435991595,895.0762661872197,,,,,,,
231,"Grand St (B,D)",40.718267,-73.993753,265,"Grand Av-Newtown (M,R)",40.737015,-73.877223,2.7038,Bronx,Manhattan,6.237600017004259,3.4970240040810223,9.45525350223427,5269.656044528389,4370.002182226445,,,,,,,
22,"Rector St (R,W)",40.70722,-74.013342,28,Union St (R),40.677316,-73.98311,2.3492,Bronx,Manhattan,2.603384179901312,2.624812203176315,6.166208827701799,3436.5868258365404,3796.8818427717897,,,,,,,
430,"Simpson St (2,5)",40.824073,-73.893064,323,Christopher St-Sheridan Sq (1),40.733422,-74.002906,0.2858,Bronx,Manhattan,8.500517859147235,4.040124286195336,1.154667520994627,643.5259170991172,461.9227101414002,,,,,,,
65,79 St (D),40.613501,-74.00061,355,"Winthrop St (2,5)",40.656652,-73.9502,0.734,Bronx,Manhattan,3.984421302008897,2.956261112482135,2.169895656561887,1209.3386771592382,1186.3235452896704,,,,,,,
356,"Church Av (2,5)",40.650843,-73.949575,223,"Lexington Av/63 St (F,Q)",40.764629,-73.966113,1.0348,Bronx,Manhattan,7.90951434274436,3.8982834422586463,4.033943706049247,2248.220613952501,1672.4899246127395,,,,,,,
257,Sutphin Blvd (F),40.70546,-73.810708,223,"Lexington Av/63 St (F,Q)",40.764629,-73.966113,3.6914,Bronx,Manhattan,9.105596576825294,4.185343178438071,15.449775808886294,8610.557554979128,5966.205361147532,,,,,,,
443,Baychester Av (5),40.878663,-73.838591,407,Astor Pl (6),40.730054,-73.99107,0.47,Bronx,Manhattan,13.001075058237106,5.120258013976905,2.406521266569145,1341.2162175943324,759.6349676922957,,,,,,,
624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",40.712603,-74.009552,210,Norwood-205 St (D),40.874811,-73.878855,5.2108,Bronx,Manhattan,13.128204289493176,5.150769029478362,26.83962725880585,14958.414809696436,8421.927424789392,,,,,,,
619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",40.725606,-73.995432,276,"5 Av/53 St (E,M)",40.760167,-73.975224,2.1324,Bronx,Manhattan,2.6117882428043093,2.6268291782730344,5.601450539749419,3121.832501681982,3446.4800108660666,,,,,,,
371,Hunts Point Av (6),40.820948,-73.890549,125,Morgan Av (L),40.706152,-73.933147,0.258,Bronx,Manhattan,8.239046348459993,3.977371123630398,1.0261617498966429,571.9063446293513,416.99110992470696,,,,,,,
379,Mosholu Pkwy (4),40.87975,-73.884655,630,"Myrtle-Wyckoff Avs (L,M)",40.699622,-73.911986,0.2658,Bronx,Manhattan,12.527634084382685,5.006632180251843,1.3307628335109398,741.668365399993,429.59781789917486,,,,,,,
449,111 St (7),40.75173,-73.855334,321,18 St (1),40.74104,-73.997871,0.2646,Bronx,Manhattan,7.497726876989216,3.799454450477412,1.005335647596323,560.2994219968789,427.6583243646414,,,,,,,
225,"47-50 Sts-Rockefeller Ctr (B,D,F,M)",40.758663,-73.981329,316,50 St (1),40.761728,-73.983849,0.4532,Bronx,Manhattan,0.2494826150375643,2.0598758276090154,0.9335357250724058,520.2834778833314,732.4820582088264,,,,,,,
603,"149 St-Grand Concourse (2,4,5)",40.818393,-73.927034,361,Buhre Av (6),40.84681,-73.832569,1.4744,Bronx,Manhattan,5.314461347251114,3.275470723340267,4.82935403449289,2691.523254561016,2382.991056096853,,,,,,,
263,"63 Dr-Rego Park (M,R)",40.729846,-73.861604,278,"Jamaica Center-Parsons/Archer (E,J,Z)",40.702147,-73.801109,10.1348,Bronx,Manhattan,3.701322167957597,2.888317320309823,29.272518377875997,16314.327624541424,16380.315894825277,,,,,,,
359,"Flatbush Av-Brooklyn College (2,5)",40.632836,-73.947642,3,"30 Av (N,W)",40.766779,-73.921479,0.7252,Bronx,Manhattan,9.355595247376613,4.245342859370387,3.0787226416154048,1715.851338515816,1172.100592703091,,,,,,,
428,"174 St (2,5)",40.837288,-73.887734,126,Jefferson St (L),40.706607,-73.922913,0.487,Bronx,Manhattan,9.215011937482863,4.211602864995887,2.051050595252997,1143.103266808712,787.1111260981871,,,,,,,
293,Van Cortlandt Park-242 St (1),40.889248,-73.898583,452,90 St-Elmhurst Av (7),40.748408,-73.876613,0.924,Bronx,Manhattan,9.798786112129797,4.351708666911151,4.020978808225904,2240.9949428305868,1493.4100215908113,,,,,,,
55,"Brighton Beach (B,Q)",40.577621,-73.961376,2,"Astoria Blvd (N,W)",40.770258,-73.917843,0.7264,Bronx,Manhattan,13.504160609282089,5.240998546227701,3.807061343979802,2121.773236270495,1174.0400862376248,,,,,,,
17,"Prince St (R,W)",40.724329,-73.997702,449,111 St (7),40.75173,-73.855334,0.2636,Bronx,Manhattan,7.690042852482889,3.845610284595893,1.0137028710194775,564.9626908851565,426.0420797525301,,,,,,,
46,Cortelyou Rd (Q),40.640927,-73.963891,52,Avenue U (Q),40.5993,-73.955929,2.7478,Bronx,Manhattan,2.9063336667881505,2.697520080029156,7.412245675904114,4131.035219767264,4441.11694515934,,,,,,,
62,55 St (D),40.631435,-73.995476,34,53 St (R),40.645069,-74.014034,0.2508,Bronx,Manhattan,1.3543191613949233,2.3250365987347816,0.5831191789626833,324.98732110937334,405.3541487175059,,,,,,,
307,116 St-Columbia University (1),40.807722,-73.96411,245,18 Av (F),40.629755,-73.976971,0.2368,Bronx,Manhattan,12.31489942561612,4.955575862147869,1.1734803641566154,654.0107986160336,382.7267241479481,,,,,,,
611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,129,Halsey St (L),40.695602,-73.904084,0.2824,Bronx,Manhattan,6.031936643678979,3.447664794482955,0.9736205379619864,542.6237754213566,456.4274784602219,,,,,,,
611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,605,"168 St (A,C,1)",40.840638,-73.939847,52.1708,Bronx,Manhattan,6.374811893802668,3.52995485451264,184.16056872380804,102637.42309075916,84320.77440953451,,,,,,,
215,"Tremont Av (B,D)",40.85041,-73.905227,71,8 Av (N),40.635064,-74.011719,0.2686,Bronx,Manhattan,15.889191496676045,5.81340595920225,1.5614808406417242,870.2534467593653,434.1233028130864,,,,,,,
388,167 St (4),40.835537,-73.9214,452,90 St-Elmhurst Av (7),40.748408,-73.876613,0.2564,Bronx,Manhattan,6.459906076777939,3.550377458426705,0.9103167803406071,507.342962599994,414.405118545329,,,,,,,
164,"34 St-Penn Station (A,C,E)",40.752287,-73.993391,614,"59 St-Columbus Circle (A,B,C,D,1)",40.768272,-73.981833,75.5392,Bronx,Manhattan,1.2592632056534283,2.302223169356823,173.9080964346789,96923.4565051988,122089.82500319544,,,,,,,
475,96 St (Q),40.784318,-73.947152,398,77 St (6),40.77362,-73.959874,2.248,Bronx,Manhattan,0.9946966122143136,2.238727186931435,5.032658716221866,2804.83018437531,3633.31788802613,,,,,,,
67,20 Av (D),40.604556,-73.998168,316,50 St (1),40.761728,-73.983849,0.2434,Bronx,Manhattan,10.885542419496687,4.612530180679205,1.1226898459773187,625.7039360803,393.3939385878825,,,,,,,
119,1 Av (L),40.730953,-73.981628,334,"Clark St (2,3)",40.697466,-73.993086,0.2346,Bronx,Manhattan,2.3903019633153963,2.573672471195695,0.60378356174251,336.50411329230434,379.1709860013033,,,,,,,
617,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",40.684162,-73.977789,61,50 St (D),40.63626,-73.994791,10.0876,Bronx,Manhattan,3.4276151827231987,2.822627643853568,28.473538620137248,15869.03564915135,16304.029149133625,,,,,,,
38,86 St (R),40.622687,-74.028398,254,Jamaica-179 St (F),40.712646,-73.783817,0.8384,Bronx,Manhattan,14.245532974929228,5.418927913983015,4.54322916308336,2532.0585022138835,1355.0594827940868,,,,,,,
160,"72 St (C,B)",40.775594,-73.97641,228,"23 St (F,M)",40.742878,-73.992821,2.0206,Bronx,Manhattan,2.418153383350984,2.580356812004236,5.213868974335759,2905.823323456645,3265.7838632320268,,,,,,,
51,"Kings Hwy (B,Q)",40.60867,-73.957734,310,"96 St (1,2,3)",40.793919,-73.972323,0.7706,Bronx,Manhattan,12.822404496981171,5.077377079275481,3.912626777289685,2180.607568274733,1245.478098092943,,,,,,,
173,"High St (A,C)",40.699337,-73.990531,209,Far Rockaway-Mott Av (A),40.603995,-73.755405,0.2446,Bronx,Manhattan,13.975423341367517,5.354101601928203,1.3096132518316386,729.8811593870353,395.333432122416,,,,,,,
341,"Eastern Pkwy-Brooklyn Museum (2,3)",40.671987,-73.964375,325,Canal St (1),40.722854,-74.006277,0.459,Bronx,Manhattan,4.143741581700279,2.994497979608067,1.3744745726401029,766.0300422460355,741.8562769590718,,,,,,,
455,69 St (7),40.746325,-73.896403,278,"Jamaica Center-Parsons/Archer (E,J,Z)",40.702147,-73.801109,0.2582,Bronx,Manhattan,5.849512116449854,3.403882907947965,0.8788825668321646,489.82386666241615,417.31435884712914,,,,,,,
30,Prospect Av (R),40.665414,-73.992872,464,Vernon Blvd-Jackson Av (7),40.742626,-73.953581,0.7192,Bronx,Manhattan,5.718095416412775,3.372342899939066,2.425389013636176,1351.731698470114,1162.4031250304236,,,,,,,
122,Graham Av (L),40.714565,-73.944053,55,"Brighton Beach (B,Q)",40.577621,-73.961376,1.4372,Bronx,Manhattan,9.505503847184984,4.281320923324396,6.153114431001821,3429.288981658889,2322.866756526314,,,,,,,
373,E 149 St (6),40.812118,-73.904098,369,Elder Av (6),40.828584,-73.879159,2.4318,Bronx,Manhattan,1.7305496929929594,2.41533192631831,5.873604178420867,3273.510726567915,3930.38364773218,,,,,,,
228,"23 St (F,M)",40.742878,-73.992821,377,3 Av-138 St (6),40.810476,-73.926138,0.2306,Bronx,Manhattan,5.829911548528402,3.3991787716468167,0.7838506247417559,436.86012032376345,372.7060075528583,,,,,,,
307,116 St-Columbia University (1),40.807722,-73.96411,164,"34 St-Penn Station (A,C,E)",40.752287,-73.993391,5.5726,Bronx,Manhattan,4.125240140433892,2.990057633704134,16.662395169579657,9286.381523345492,9006.68472545125,,,,,,,
399,68 St-Hunter College (6),40.768141,-73.96387,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972143,0.462,Bronx,Manhattan,1.0153011407189805,2.2436722737725554,1.0365765904829207,577.7108032443753,746.7050107954057,,,,,,,
636,"Jay St-MetroTech (A,C,F,R)",40.692259,-73.986642,605,"168 St (A,C,1)",40.840638,-73.939847,3.8152,Bronx,Manhattan,10.540512800573504,4.5297230721376405,17.281799464819525,9631.591473311017,6166.296444126907,,,,,,,
324,Houston St (1),40.728251,-74.005367,283,Greenpoint Av (G),40.731352,-73.954449,0.4382,Bronx,Manhattan,2.6746197354559,2.641908736509416,1.157684408338426,645.2073060352419,708.2383890271573,,,,,,,
447,Flushing-Main St (7),40.7596,-73.83003,444,Gun Hill Rd (5),40.869526,-73.846384,0.2564,Bronx,Manhattan,7.643231049982267,3.834375451995744,0.9831338658917088,547.9257978384813,414.405118545329,,,,,,,
447,Flushing-Main St (7),40.7596,-73.83003,168,"Spring St (C,E)",40.726227,-74.003739,3.9778,Bronx,Manhattan,9.381265835029804,4.251503800407153,16.911631817259572,9425.287519536298,6429.097818056199,,,,,,,
268,"65 St (M,R)",40.749669,-73.898453,452,90 St-Elmhurst Av (7),40.748408,-73.876613,0.2,Bronx,Manhattan,1.14650884686238,2.275162123246971,0.4550324246493942,253.6012774743137,323.24892242225343,,,,,,,
306,125 St (1),40.815581,-73.958372,340,"Grand Army Plaza (2,3)",40.675235,-73.971046,0.242,Bronx,Manhattan,9.719748655013166,4.33273967720316,1.0485230018831646,584.3688456787577,391.1311961309267,,,,,,,
636,"Jay St-MetroTech (A,C,F,R)",40.692259,-73.986642,55,"Brighton Beach (B,Q)",40.577621,-73.961376,0.9936,Bronx,Manhattan,8.030833115604931,3.927399947745184,3.9022645880796154,2174.8324536263003,1605.9006465937553,,,,,,,
463,Hunters Point Av (7),40.742216,-73.948916,263,"63 Dr-Rego Park (M,R)",40.729846,-73.861604,0.2358,Bronx,Manhattan,4.650372028793202,3.1160892869103685,0.7347738538534649,409.50837324513606,381.1104795358368,,,,,,,
16,"8 St-NYU (R,W)",40.730328,-73.992629,175,"Hoyt-Schermerhorn Sts (A,C,G)",40.688484,-73.985001,2.1752,Bronx,Manhattan,2.918646545055231,2.7004751708132555,5.8740735915529925,3273.772342583657,3515.6552802644287,,,,,,,
78,Avenue U (N),40.597473,-73.979137,371,Hunts Point Av (6),40.820948,-73.890549,0.5038,Bronx,Manhattan,16.12285051997634,5.869484124794321,2.957046102071379,1648.0378724956868,814.2640355816566,,,,,,,
